fold,mse,rmse,mae,spear,pear,model_type,n_final_feats,feat_sel,model_class
3,0.0018137214220725,0.0425878083736718,0.0307878872609346,0.5651233438670191,0.69316118133103,et_sfm_lgbm,5,et_sfm,lgbm
4,0.0015629111890779,0.0395336715861048,0.0295491483520787,0.6161789746005543,0.7187257720527904,et_sfm_lgbm,5,et_sfm,lgbm
0,0.0016862021111025,0.0410633913736139,0.0307389127845325,0.6646247294779398,0.6919483804635291,et_sfm_cb,5,et_sfm,cb
1,0.0012790526203525,0.035763845156142,0.0251663475216254,0.7120998250866601,0.7663900907455561,et_sfm_cb,5,et_sfm,cb
2,0.0017381668879926,0.0416913286906599,0.0324632081505798,0.5666432021874209,0.6445821945089831,et_sfm_cb,5,et_sfm,cb
3,0.0017117245066202,0.0413729924784305,0.0297280526479216,0.6079451759785931,0.7140739594988967,et_sfm_cb,5,et_sfm,cb
4,0.0016210934889789,0.0402628052795494,0.0298578289871367,0.6017131340807352,0.7041562857359095,et_sfm_cb,5,et_sfm,cb
0,0.0016257571104,0.0403206784466732,0.0340708415846471,0.6761988498594046,0.6987585702409356,xgb_sfm_linear,5,xgb_sfm,linear
1,0.0013580102415829,0.0368511905042828,0.0292441888150693,0.6726840589114749,0.7231885661542603,xgb_sfm_linear,5,xgb_sfm,linear
2,0.0013591452643558,0.036866587370624,0.0290163982234093,0.6671430887570658,0.7172599500139505,xgb_sfm_linear,5,xgb_sfm,linear
3,0.0020400408507969,0.0451668113862047,0.0364240408594121,0.5739861292072042,0.6411671615015146,xgb_sfm_linear,5,xgb_sfm,linear
4,0.0015800315016849,0.0397496100821748,0.0329360151214,0.6126052622262727,0.7102794405504169,xgb_sfm_linear,5,xgb_sfm,linear
0,0.0016253002351785,0.0403150125285674,0.0340673774705281,0.6762416061223578,0.698984861012937,xgb_sfm_ridge,5,xgb_sfm,ridge
1,0.0013565321696967,0.0368311304428304,0.0292335637842613,0.6726840589114749,0.7232199007340901,xgb_sfm_ridge,5,xgb_sfm,ridge
2,0.0013586824183756,0.0368603095263131,0.0290126734025425,0.667681824588071,0.7172885261145617,xgb_sfm_ridge,5,xgb_sfm,ridge
3,0.0020405979814183,0.045172978443073,0.0364361292827622,0.5739861292072042,0.6410653476927765,xgb_sfm_ridge,5,xgb_sfm,ridge
4,0.0015804324734186,0.0397546534813051,0.0329431945546218,0.6129643433739278,0.7102456509226545,xgb_sfm_ridge,5,xgb_sfm,ridge
0,0.0011362148175415,0.0337077857110421,0.0230019452587928,0.7770908035503623,0.799397493843867,xgb_sfm_et,5,xgb_sfm,et
1,0.0007213186141614,0.0268573754146131,0.0191952477643757,0.7864900841417243,0.8589193730246115,xgb_sfm_et,5,xgb_sfm,et
2,0.0010883634133019,0.0329903533370274,0.0219559885179582,0.7285162166796647,0.7829245389730077,xgb_sfm_et,5,xgb_sfm,et
3,0.0016216891997011,0.0402702023796895,0.0270994648903429,0.6256365439176598,0.7255426885127545,xgb_sfm_et,5,xgb_sfm,et
4,0.0012732342793303,0.03568240854161,0.026100328156839,0.6512663324571365,0.7793110207740968,xgb_sfm_et,5,xgb_sfm,et
0,0.0013450163793777,0.0366744649501222,0.0261592240883583,0.7287890532919926,0.7546665497287145,xgb_sfm_xgb,5,xgb_sfm,xgb
1,0.0010880380146156,0.0329854212435685,0.0237777515559727,0.7159640320731439,0.7834045366909738,xgb_sfm_xgb,5,xgb_sfm,xgb
2,0.0013971882954709,0.0373789820015327,0.0260937950914745,0.670153168320777,0.726823433634951,xgb_sfm_xgb,5,xgb_sfm,xgb
3,0.0018017864765233,0.0424474554776061,0.0303693390395225,0.6170174531092599,0.6917896059412758,xgb_sfm_xgb,5,xgb_sfm,xgb
4,0.0014480161075092,0.0380528068282654,0.0271051510652852,0.63036267993293,0.7389049926649327,xgb_sfm_xgb,5,xgb_sfm,xgb
0,0.0012734511515689,0.0356854473359794,0.024589957165579,0.744835478778375,0.7756378030895494,xgb_sfm_lgbm,5,xgb_sfm,lgbm
1,0.0009360270055641,0.0305945584306118,0.0221093293991882,0.7358193876618799,0.8148054383426014,xgb_sfm_lgbm,5,xgb_sfm,lgbm
2,0.0012893837375078,0.0359079898839777,0.0251642522418145,0.6887010733596673,0.7419956626209379,xgb_sfm_lgbm,5,xgb_sfm,lgbm
3,0.0017273803940152,0.041561766011747,0.0284460040319156,0.6402753171954183,0.7103153930386812,xgb_sfm_lgbm,5,xgb_sfm,lgbm
4,0.0013645276810673,0.03693951381742,0.0263394445374788,0.6294179545325517,0.754998959372223,xgb_sfm_lgbm,5,xgb_sfm,lgbm
0,0.001185406954887,0.0344297393961532,0.0242365784019286,0.7660725145872909,0.7878418739773153,xgb_sfm_cb,5,xgb_sfm,cb
1,0.0008943414289659,0.029905541776833,0.0216872167950337,0.7554610149880892,0.8223048544642235,xgb_sfm_cb,5,xgb_sfm,cb
2,0.0011922076298878,0.0345283597914498,0.0238482028190561,0.7067358966547435,0.7600124796683021,xgb_sfm_cb,5,xgb_sfm,cb
3,0.0016753483917269,0.0409310199204335,0.0282769478061893,0.6384753979343387,0.7171173177215872,xgb_sfm_cb,5,xgb_sfm,cb
4,0.0013105960495276,0.0362021553160535,0.0261879058455544,0.6529933417863348,0.7668243216678053,xgb_sfm_cb,5,xgb_sfm,cb
0,0.0019217138781138,0.0438373571068541,0.0377050834291855,0.5829559916107964,0.6156301358827433,lgbm_sfm_linear,5,lgbm_sfm,linear
1,0.0023548409354437,0.048526703323467,0.0430177161831365,0.3326979625796561,0.3713497259415916,lgbm_sfm_linear,5,lgbm_sfm,linear
2,0.0019646392344881,0.0443242510877299,0.036189674759281,0.4590670632343359,0.5379221135101215,lgbm_sfm_linear,5,lgbm_sfm,linear
3,0.0025394152284853,0.0503926108520423,0.0420642895784003,0.4144559930838745,0.5246666479304255,lgbm_sfm_linear,5,lgbm_sfm,linear
4,0.0023320931013302,0.0482917498267584,0.0404850801224085,0.4174318341490333,0.5209146728936349,lgbm_sfm_linear,5,lgbm_sfm,linear
0,0.001921977375537,0.0438403624019809,0.0377123077512556,0.5824300895764704,0.6155999667290901,lgbm_sfm_ridge,5,lgbm_sfm,ridge
1,0.002355072187324,0.0485290859930825,0.0430287105390238,0.3324414886646241,0.3713236886048005,lgbm_sfm_ridge,5,lgbm_sfm,ridge
2,0.0019645338192902,0.0443230619349591,0.0361936908412064,0.4593663609182276,0.537906927626904,lgbm_sfm_ridge,5,lgbm_sfm,ridge
3,0.002540022938828,0.0503986402478088,0.0420816961800055,0.4150588163993429,0.5244922478244565,lgbm_sfm_ridge,5,lgbm_sfm,ridge
4,0.0023317259607523,0.0482879484007377,0.0404887675356644,0.4169188610809547,0.5208817137696433,lgbm_sfm_ridge,5,lgbm_sfm,ridge
0,0.0018577476565384,0.0431015969140175,0.0335311938711012,0.5856966680661043,0.6344546424401538,lgbm_sfm_et,5,lgbm_sfm,et
1,0.0026361456867892,0.0513434093802626,0.0415808182281567,0.2612357807212086,0.3157769138640152,lgbm_sfm_et,5,lgbm_sfm,et
2,0.0022976847013115,0.0479341704977937,0.0362272070443461,0.3808349243462358,0.4873768495559328,lgbm_sfm_et,5,lgbm_sfm,et
3,0.0026379273300165,0.0513607567118762,0.0401813133529086,0.3934170318397596,0.5012720130224655,lgbm_sfm_et,5,lgbm_sfm,et
4,0.002471620685118,0.0497153968617169,0.0397619063252834,0.3670279554347349,0.4898858798233947,lgbm_sfm_et,5,lgbm_sfm,et
0,0.0016743488112939,0.0409188075497558,0.0326710550893993,0.6218385371405488,0.677333587600284,lgbm_sfm_xgb,5,lgbm_sfm,xgb
1,0.0027535757105241,0.0524745243954066,0.0428839020598419,0.3193185733454809,0.3614284538020541,lgbm_sfm_xgb,5,lgbm_sfm,xgb
2,0.0027349513280069,0.0522967621178117,0.0409293931245557,0.3219972753743198,0.4305399377458938,lgbm_sfm_xgb,5,lgbm_sfm,xgb
3,0.0029180117978143,0.0540186245457468,0.0418562025409473,0.358572989137151,0.4540668237445426,lgbm_sfm_xgb,5,lgbm_sfm,xgb
4,0.0028573689584055,0.0534543633242931,0.0414339577519882,0.3709180012009982,0.4372336025327155,lgbm_sfm_xgb,5,lgbm_sfm,xgb
0,0.0019555899827024,0.0442220531262675,0.0349830538170798,0.5762689120848965,0.6166568827901627,lgbm_sfm_lgbm,5,lgbm_sfm,lgbm
1,0.0030020470317939,0.0547909393220629,0.0439604233281728,0.2345924155146226,0.2606254936434266,lgbm_sfm_lgbm,5,lgbm_sfm,lgbm
2,0.0025471596738757,0.0504693934367727,0.0405150071946035,0.3480276225105035,0.4588657078196878,lgbm_sfm_lgbm,5,lgbm_sfm,lgbm
3,0.0026383028378379,0.0513644121726118,0.039795693947782,0.4148963533781529,0.5096519882516279,lgbm_sfm_lgbm,5,lgbm_sfm,lgbm
4,0.0027219591589589,0.0521723984397776,0.0396123004560994,0.3508351055857175,0.4675327227487211,lgbm_sfm_lgbm,5,lgbm_sfm,lgbm
0,0.0018564190578873,0.043086181751083,0.0336219213081628,0.5888478046457643,0.6349129414681438,lgbm_sfm_cb,5,lgbm_sfm,cb
1,0.002627846188562,0.0512625222610251,0.0405739448558449,0.3012200640747149,0.3463216429823634,lgbm_sfm_cb,5,lgbm_sfm,cb
2,0.0024568286074088,0.04956640603684,0.0391611201591902,0.366434430069845,0.4664444845099638,lgbm_sfm_cb,5,lgbm_sfm,cb
3,0.0026703076926057,0.0516750200058569,0.0404239769692563,0.3928441359229314,0.4979368197374241,lgbm_sfm_cb,5,lgbm_sfm,cb
4,0.0022948485058152,0.0479045770862792,0.0366924969821008,0.4501680654435884,0.5456085255863032,lgbm_sfm_cb,5,lgbm_sfm,cb
0,0.0014988198531772,0.0387145948342132,0.0319178689734558,0.7040460039209042,0.7203492875799746,linear_sfm_linear,10,linear_sfm,linear
1,0.0016310913949807,0.0403867725249333,0.0319408626483118,0.5692011087612681,0.6326336125669278,linear_sfm_linear,10,linear_sfm,linear
2,0.0014329289853027,0.0378540484664812,0.0293674114864306,0.6736677782659056,0.6906242959360054,linear_sfm_linear,10,linear_sfm,linear
3,0.001958876883244,0.0442592011139385,0.0350542235288917,0.5905872847672322,0.6554357726122926,linear_sfm_linear,10,linear_sfm,linear
4,0.0013254231921197,0.0364063619731458,0.0293968536816828,0.7193763315712846,0.764096174900178,linear_sfm_linear,10,linear_sfm,linear
0,0.0014994468098045,0.0387226911487898,0.0319306033445269,0.7052816599202553,0.7203055023665946,linear_sfm_ridge,10,linear_sfm,ridge
1,0.0016673282335675,0.0408329307491824,0.0323510928484932,0.5555652456120608,0.6218253864555097,linear_sfm_ridge,10,linear_sfm,ridge
2,0.0014328060835493,0.0378524250682748,0.0293724694219678,0.6731803506092818,0.6906786398153593,linear_sfm_ridge,10,linear_sfm,ridge
3,0.0019820891542604,0.044520659858772,0.0354580050553969,0.5828360885194005,0.6504535511097921,linear_sfm_ridge,10,linear_sfm,ridge
4,0.001325492749553,0.0364073172528958,0.0294011721888793,0.7190257999747641,0.7641078757350643,linear_sfm_ridge,10,linear_sfm,ridge
0,0.0013402237509924,0.0366090665135359,0.0280234735259085,0.7235043791909618,0.758148532621407,linear_sfm_et,10,linear_sfm,et
1,0.001236220539676,0.0351599280385498,0.0265537844198133,0.6462586965326663,0.7325091353373888,linear_sfm_et,10,linear_sfm,et
2,0.0014772945139708,0.0384355891586274,0.029791805662644,0.624245179292984,0.6788505213773274,linear_sfm_et,10,linear_sfm,et
3,0.0019214254377014,0.0438340670905803,0.0328128403225912,0.5989797824144986,0.661888564618236,linear_sfm_et,10,linear_sfm,et
4,0.0013235899953296,0.0363811763873804,0.0271834584396291,0.7103309064708304,0.7639507226918345,linear_sfm_et,10,linear_sfm,et
0,0.0016061964534331,0.0400773808205222,0.0294759264928637,0.6657192898095449,0.7058931809781737,linear_sfm_xgb,10,linear_sfm,xgb
1,0.0018070387140248,0.0425092779758113,0.0319526126545166,0.550294706658151,0.6213795023534787,linear_sfm_xgb,10,linear_sfm,xgb
2,0.0016647937134595,0.0408018836998918,0.0321304489475462,0.5804878579080127,0.6364196544125083,linear_sfm_xgb,10,linear_sfm,xgb
3,0.0020920659392521,0.0457391073289821,0.0326678047103285,0.59560226171081,0.6331533454235264,linear_sfm_xgb,10,linear_sfm,xgb
4,0.0014323245917489,0.0378460644155893,0.0283368501332445,0.6828697482263513,0.745992629286132,linear_sfm_xgb,10,linear_sfm,xgb
0,0.0011761419275804,0.0342949256826781,0.0260264855686423,0.742158936717497,0.7893613291981698,linear_sfm_lgbm,10,linear_sfm,lgbm
1,0.0015562542495248,0.0394493884556511,0.0290332619157327,0.5902020478371476,0.6649976348677722,linear_sfm_lgbm,10,linear_sfm,lgbm
2,0.0015685969292575,0.0396055163993297,0.0313513744580212,0.5917200724163497,0.6566828501246013,linear_sfm_lgbm,10,linear_sfm,lgbm
3,0.001971850214812,0.0444055200939261,0.0327305123409868,0.5956450151374391,0.655750158334961,linear_sfm_lgbm,10,linear_sfm,lgbm
4,0.0013049714419533,0.0361243884647669,0.0281690748775566,0.7194105297758232,0.7695094786582459,linear_sfm_lgbm,10,linear_sfm,lgbm
0,0.0011517424258973,0.0339373308599443,0.0261765157108949,0.7551354625238306,0.7993348222899281,linear_sfm_cb,10,linear_sfm,cb
1,0.001308720700992,0.0361762449819219,0.0268381285292427,0.6390389558245123,0.7215569947089182,linear_sfm_cb,10,linear_sfm,cb
2,0.0014498687966646,0.0380771427061521,0.0298049416797738,0.6547350619191544,0.687535268329043,linear_sfm_cb,10,linear_sfm,cb
3,0.0019046711753576,0.0436425385989129,0.0322130514664155,0.6029515757483297,0.6669136772690158,linear_sfm_cb,10,linear_sfm,cb
4,0.0012966165552712,0.0360085622494329,0.0279785915837363,0.722603787124613,0.7705748669521555,linear_sfm_cb,10,linear_sfm,cb
0,0.0015635709560779,0.0395420150735632,0.0315709973339547,0.6862765010375029,0.7037061785915846,ridge_sfm_linear,10,ridge_sfm,linear
1,0.0016310913949807,0.0403867725249333,0.0319408626483118,0.5692011087612681,0.6326336125669278,ridge_sfm_linear,10,ridge_sfm,linear
2,0.0015308945289122,0.0391266472996635,0.0315602442727422,0.6344298519076996,0.6641028361396242,ridge_sfm_linear,10,ridge_sfm,linear
3,0.001479608938538,0.0384656852082228,0.0314064774101507,0.7098949971180292,0.7576384234831991,ridge_sfm_linear,10,ridge_sfm,linear
4,0.0013254231921197,0.0364063619731458,0.0293968536816828,0.7193763315712846,0.764096174900178,ridge_sfm_linear,10,ridge_sfm,linear
0,0.0015574418970881,0.0394644383855659,0.0314549039615859,0.6891411706553756,0.7052321638250212,ridge_sfm_ridge,10,ridge_sfm,ridge
1,0.0016673282335675,0.0408329307491824,0.0323510928484932,0.5555652456120608,0.6218253864555097,ridge_sfm_ridge,10,ridge_sfm,ridge
2,0.0015296070275973,0.0391101908407179,0.0315587901180831,0.6355714587876866,0.6645733673250027,ridge_sfm_ridge,10,ridge_sfm,ridge
3,0.0015340166691698,0.0391665248543936,0.031542577363602,0.7024815529405661,0.747933533829058,ridge_sfm_ridge,10,ridge_sfm,ridge
4,0.001325492749553,0.0364073172528958,0.0294011721888793,0.7190257999747641,0.7641078757350643,ridge_sfm_ridge,10,ridge_sfm,ridge
0,0.0012866498431262,0.0358699016325147,0.0270352694029519,0.7472426563826472,0.7734765592184328,ridge_sfm_et,10,ridge_sfm,et
1,0.001236220539676,0.0351599280385498,0.0265537844198133,0.6462586965326663,0.7325091353373888,ridge_sfm_et,10,ridge_sfm,et
2,0.0013877554420771,0.0372525897365161,0.0293855729834594,0.6525117076959586,0.7052645178482099,ridge_sfm_et,10,ridge_sfm,et
3,0.00154735168569,0.0393363913658849,0.028721357668175,0.7135717918081202,0.7444989169901584,ridge_sfm_et,10,ridge_sfm,et
4,0.0013235899953296,0.0363811763873804,0.0271834584396291,0.7103309064708304,0.7639507226918345,ridge_sfm_et,10,ridge_sfm,et
0,0.0014585464657843,0.0381909212481752,0.0287605346581206,0.7148376846903232,0.7320660430333583,ridge_sfm_xgb,10,ridge_sfm,xgb
